ID,Artist,Title,File_Path,Play_Count,Comment,BPM,BPM_max,BPM_min,Musical_Key_Int,Color,Musical_Key,Harmonic_Key,Kind
113,Crisp Biscuit,That Tree,//DJ//ALBUMOK//Crisp Biscuit//[CB-26] Crisp Biscuit - Passion Hit - 2010//03-crisp_biscuit_-_that_tree.mp3,,,130.0,133.03890273800943,127.03107927284282,22,,Bbm,3a,Base
114,Crisp Biscuit,Low How,//DJ//ALBUMOK//Crisp Biscuit//[CB-26] Crisp Biscuit - Passion Hit - 2010//04-crisp_biscuit_-_low_how.mp3,,,129.0,133.03854353377335,127.0307362896939,13,,Dbm,12a,Base
115,Crisp Biscuit,No Name (Vocal Mix),//DJ//ALBUMOK//Crisp Biscuit//[CB-28] Crisp Biscuit - Funky Heroe & Mo Name - 2010//02-crisp_biscuit-no_name_(vocal).mp3,,,133.0,136.10928946783778,129.9628122625774,14,,Dm,7a,Base
116,Crisp Biscuit,Mo Name (Instrumental),//DJ//ALBUMOK//Crisp Biscuit//[CB-28] Crisp Biscuit - Funky Heroe & Mo Name - 2010//03-crisp_biscuit-no_name_(instrumental).mp3,,,133.0,136.10922704203037,129.9627526558193,14,,Dm,7a,Base
117,Crisp Biscuit,For an Angel,//DJ//ALBUMOK//Crisp Biscuit//[CB-29] Crisp Biscuit - Amen & For An Angel - 2011//02-crisp_biscuit-for_an_angel.mp3,,,133.0,136.10927411722938,129.96279760517783,9,,A,11b,Base
118,Crisp Biscuit,Tetris,//DJ//ALBUMOK//Crisp Biscuit//[CB-30] Crisp Biscuit - Watch The Club Go & Tetris - 2011//02-crisp_biscuit-tetris.mp3,,,132.0,136.10858743334788,129.96214193083904,16,,Em,9a,Base
119,DJ Lady Waks,Breaks Point 02,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 02.mp3,,,130.0,133.49220313334774,127.46390934938087,13,,Dbm,12a,Base
120,DJ Lady Waks,Breaks Point 03,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 03.mp3,,,130.0,133.68944207704783,127.65224129873708,22,,Bbm,3a,Base
121,DJ Lady Waks,Breaks Point 04,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 04.mp3,,,132.0,135.59015440665343,129.46712050810999,1,,Db,3b,Base
122,DJ Lady Waks,Breaks Point 05,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 05.mp3,,,133.0,137.0266500116148,130.83874627556156,22,,Bbm,3a,Base
123,DJ Lady Waks,Breaks Point 06,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 06.mp3,,,135.0,138.67297103577397,132.41072208282114,7,,G,9b,Base
124,DJ Lady Waks,Breaks Point 07,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 07.mp3,,,135.0,138.915588424593,132.64238325949768,5,,F,7b,Base
125,DJ Lady Waks,Breaks Point 08,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 08.mp3,,,135.0,138.89129045827534,132.61918255036713,15,,Ebm,2a,Base
126,DJ Lady Waks,Breaks Point 09,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 09.mp3,,,135.0,139.03403167210493,132.7554777999243,19,,Gm,6a,Base
127,DJ Lady Waks,Breaks Point 10,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 10.mp3,,,137.0,141.09833134172013,134.72655700741143,22,,Bbm,3a,Base
128,DJ Lady Waks,Breaks Point 11,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 11.mp3,,,138.0,141.36082674501728,134.9771985393148,5,,F,7b,Base
129,DJ Lady Waks,Breaks Point 12,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 12.mp3,,,138.0,141.46676231682125,135.07835023060724,20,,Abm,1a,Base
130,DJ Lady Waks,Breaks Point 13,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 13.mp3,,,139.0,143.0694538418429,136.60866677693255,10,,Bb,6b,Base
131,DJ Lady Waks,Breaks Point 14,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Lady Waks - 2005 - Breaks Point//DJ Lady Waks - Breaks Point 14.mp3,,,139.0,143.05757042420902,136.5973199953791,2,,D,10b,Base
132,DJ Quest,Breaks Point 01,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 01.mp3,,,134.0,137.885375324876,131.65869293099436,10,,Bb,6b,Base
133,DJ Quest,Breaks Point 03,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 03.mp3,,,135.0,138.482837377006,132.22917455512578,18,,Gbm,11a,Base
134,DJ Quest,Breaks Point 04,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 04.mp3,1,,135.0,138.18075684819252,131.9407354984834,21,,Am,8a,Base
135,DJ Quest,Breaks Point 05,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 05.mp3,,,134.0,137.90578447040411,131.67818043224486,18,,Gbm,11a,Base
136,DJ Quest,Breaks Point 06,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 06.mp3,,,134.0,138.01314048517014,131.7806884215735,15,,Ebm,2a,Base
137,DJ Quest,Breaks Point 07,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 07.mp3,,,135.0,138.7198957988437,132.45552779885375,22,,Bbm,3a,Base
138,DJ Quest,Breaks Point 08,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 08.mp3,,,135.0,138.67045762949525,132.4083221779387,22,,Bbm,3a,Base
139,DJ Quest,Breaks Point 09,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 09.mp3,,,135.0,138.73488617961368,132.4698412380714,18,,Gbm,11a,Base
140,DJ Quest,Breaks Point 10,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 10.mp3,,,134.0,138.1288820256072,131.89120325968346,18,,Gbm,11a,Base
141,DJ Quest,Breaks Point 11,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 11.mp3,,,135.0,138.40978894859526,132.15942487657895,15,,Ebm,2a,Base
142,DJ Quest,Breaks Point 12,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 12.mp3,,,135.0,138.60640261084737,132.34715978119445,16,,Em,9a,Base
143,DJ Quest,Breaks Point 13,//DJ//ALBUMOK//DJ Lady Waks & Quest - 2005 - Breaks Point (2CD)//DJ Quest - 2005 - Breaks Point//DJ Quest - Breaks Point 13.mp3,,,135.0,138.54782878276504,132.29123105324112,15,,Ebm,2a,Base
144,Digital Base,Right There,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//02-digital_base-right_there.mp3,,,133.0,136.10911754102392,129.96264809970268,22,,Bbm,3a,Base
145,Digital Base,Arp303,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//03-digital_base-arp303.mp3,,,133.0,137.13133604389665,130.93870485453257,21,,Am,8a,Base
146,Digital Base,Radio Magnetic II,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//04-digital_base-radio_magnetic_ii.mp3,,!,132.0,135.08682126173542,128.98651708071517,18,,Gbm,11a,Base
147,Digital Base,The Father,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//05-digital_base-the_father.mp3,,,134.0,137.13366319612706,130.94092691630078,16,,Em,9a,Base
148,Digital Base,Turn Me Out,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//06-digital_base-turn_me_out.mp3,,,132.0,135.08546324458075,128.9852203894371,12,,Cm,5a,Base
149,Digital Base,Are U Ready,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//07-digital_base-are_u_ready.mp3,,,134.0,138.1548665120989,131.91601432844197,17,,Fm,4a,Base
150,Digital Base,Setback,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//08-digital_base-setback.mp3,,,134.0,138.15503843891273,131.91617849131669,14,,Dm,7a,Base
151,Digital Base,Etromaniac,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//09-digital_base-etromaniac.mp3,,,132.0,136.10816580330436,129.96173934093204,23,,Bm,10a,Base
152,Digital Base,Behold,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//10-digital_base-behold.mp3,,,132.0,135.08579072422617,128.985533080627,20,,Abm,1a,Base
153,Digital Base,Viva Spain,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//11-digital_base-viva_spain.mp3,,,129.0,133.0385118091827,127.03070599773487,6,,Gb,2b,Base
154,Digital Base,The Climax,//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//12-digital_base-the_climax.mp3,,,130.0,133.0408860366121,127.03297300886165,17,,Fm,4a,Base
156,Digital Base,Superfashion (4kuba Remix),//DJ//ALBUMOK//Digital_Base-Digital_Era-(IBREAKSCD002)-WEB-2010-MPX//26-digital_base-superfashion_(4kuba_remix).mp3,,,130.0,134.06191742577013,128.00789625812814,15,1,Ebm,2a,Base
157,Drumattic Twins,Crazy Love (Peo De Pitte Remix,//DJ//ALBUMOK//Drumattic Twins-Deep Throat_EP-(FLR098X)-2009//01-drumattic_twins-crazy_love_(peo_de_pitte_remix).mp3,,,128.0,130.99235758204648,125.07695281364806,12,,Cm,5a,Base
158,Drumattic Twins,Deep Throat (Original Mix),//DJ//ALBUMOK//Drumattic Twins-Deep Throat_EP-(FLR098X)-2009//02-drumattic_twins-deep_throat_(original_mix).mp3,,,132.0,135.0858377994252,128.98557802998553,12,,Cm,5a,Base
159,Drumattic Twins,Heartbreaker (Original Mix),//DJ//ALBUMOK//Drumattic Twins-Deep Throat_EP-(FLR098X)-2009//03-drumattic_twins-heartbreaker_(original_mix).mp3,,Enjoy!,135.0,138.1576142709989,131.91863800295724,14,,Dm,7a,Base
160,Drumattic Twins,Crazy Love (Jem Stone's Love A,//DJ//ALBUMOK//Drumattic Twins-Deep Throat_EP-(FLR098X)-2009//04-drumattic_twins-crazy_love_(jem_stones_love_at_the_disco_mix).mp3,,Enjoy!,132.0,135.08547859518913,128.9852350468366,12,,Cm,5a,Base
161,Elite Force,Mercury Man,//DJ//ALBUMOK//Elite Force & Klaus Badelt - Shockland [2011]//01 Mercury Man.m4a,,,139.0,142.24897098755173,135.8252356123602,19,,Gm,6a,Base
162,Elite Force,Loco,//DJ//ALBUMOK//Elite Force & Klaus Badelt - Shockland [2011]//03 Loco.m4a,,,134.0,137.13210152756784,130.93943577018896,19,,Gm,6a,Base
163,Elite Force,Spazm,//DJ//ALBUMOK//Elite Force & Klaus Badelt - Shockland [2011]//05 Spazm.m4a,,,134.0,137.13210152756784,130.93943577018896,17,,Fm,4a,Base
164,Elite Force,Speedball,//DJ//ALBUMOK//Elite Force & Klaus Badelt - Shockland [2011]//07 Speedball.m4a,,,135.0,138.15547541956462,131.9165957386232,19,,Gm,6a,Base
165,Elite Force,No Turning Back,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//02 - No Turning Back.flac,,,132.0,135.09063128273533,128.99015504727768,21,,Am,8a,Base
166,Elite Force,Krushyn:4,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//03 - Krushyn-4.flac,,,130.0,133.0408860366121,127.03297300886165,19,,Gm,6a,Base
167,Elite Force,Less Than Zero,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//04 - Less Than Zero.flac,,,135.0,138.16062810711082,131.92151573906426,15,,Ebm,2a,Base
168,Elite Force,Weekend Whiplash,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//05 - Weekend Whiplash.flac,,,136.0,139.1851266870149,132.89974960630383,16,,Em,9a,Base
169,Elite Force,Gasoline Alley,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//07 - Gasoline Alley.flac,,,132.0,135.09202204785456,128.9914830076748,19,,Gm,6a,Base
170,Elite Force,Vapour Eyes,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//09 - Vapour Eyes.flac,,,135.0,138.15997314781993,131.92089035668445,19,,Gm,6a,Base
171,Elite Force,Vapour Trail,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//10 - Vapour Trail.flac,,,135.0,138.16287748292544,131.9236635366749,19,,Gm,6a,Base
172,Elite Force,Transmission X,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//12 - Transmission X.flac,,,132.0,135.0909904869714,128.99049803042658,15,,Ebm,2a,Base
173,Elite Force,Haiku,//DJ//ALBUMOK//Elite Force - No Turning Back [W9YCD004] (2003) FLAC//13 - Haiku.flac,,,135.0,138.15891088572005,131.91987606463724,14,,Dm,7a,Base
174,Lee Coombes,Thrust 1,//DJ//ALBUMOK//Finger Lickin' Records CD//[2001] FLRCD004 It's A Finger Lickin' Thang 2 mixed by Soul of Man (VBR V2)//06 - Lee Coombes - Thrust 1.mp3,,FLRCD004 tenmpoo,131.0,134.24254087095974,128.18036303823683,7,7,G,9b,Base
175,Lee Coombes,Future Sound Of Retro,//DJ//ALBUMOK//Finger Lickin' Records CD//[2001] FLRCD004 It's A Finger Lickin' Thang 2 mixed by Soul of Man (VBR V2)//11 - Lee Coombes - Future Sound Of Retro.mp3,,FLRCD004,134.0,137.8235226068437,131.5996333825022,22,,Bbm,3a,Base
176,Freaky Jalapeno,Gotta get it (Soul of Man Remix),//DJ//ALBUMOK//Finger Lickin' Records CD//[2002] FLRCD006 Soul Of Man - It's Finger Lickin' (VBR V0)//11 - Freaky Jalapeno - Gotta Get It (Soul Of Man Remix).mp3,,FLRCD006,133.0,136.80686307095235,130.62888456062086,20,3,Abm,1a,Base
177,Lee Coombs,Dubhead,//DJ//ALBUMOK//Finger Lickin' Records CD//[2004] FLRCD010 Lee Coombs - Breakfast Of Champions (320 kbps)//10 - Lee Coombs - Dubhead.mp3,,FLRCD010,129.0,133.0147766985056,127.008042726587,13,,Dbm,12a,Base
178,Soul Of Man,Sukdat,//DJ//ALBUMOK//Finger Lickin' Records CD//[2006] FLRCD014 Finger Lickin' Export 01 - Drumattic Twins (VBR V0)//01 - Soul Of Man - Sukdat.mp3,,FLRCD014,136.0,139.17950529422617,132.89438206659722,18,4,Gbm,11a,Base
179,Plump Djs,Electric Disco (D. Ramirez Remix),//DJ//ALBUMOK//Finger Lickin' Records CD//[2006] FLRCD016 It's A Finger Lickin' Thang 4 mixed by Soul of Man (VBR V0)//06 - Plump DJs - Electric Disco (D. Ramirez Remix).mp3,,FLRCD016,131.0,134.8289484383084,128.7402893803892,3,2,Eb,5b,Base
180,Slyde,Vibrate To This,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD019 Slyde - Everyones Entitled To Our Opinion (320 kbps)//01 - Slyde - Vibrate To This.mp3,,FLRCD019,132.0,135.0853537435743,128.98511583332046,22,,Bbm,3a,Base
181,Slyde,Sex 'n' Drugs,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD019 Slyde - Everyones Entitled To Our Opinion (320 kbps)//02 - Slyde - Sex n Drugs.mp3,,FLRCD019,135.0,138.15547541956462,131.9165957386232,17,,Fm,4a,Base
182,Slyde,Looks Better,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD019 Slyde - Everyones Entitled To Our Opinion (320 kbps)//04 - Slyde - Looks Better.mp3,,FLRCD019,133.0,136.10872763557109,129.9622758017547,21,,Am,8a,Base
183,Slyde,Kiss Kiss Bang Bang,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD019 Slyde - Everyones Entitled To Our Opinion (320 kbps)//05 - Slyde - Kiss Kiss Bang Bang.mp3,,FLRCD019,134.0,138.15093163948416,131.91225714836335,17,3,Fm,4a,Base
184,Slyde,Get This Good,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD019 Slyde - Everyones Entitled To Our Opinion (320 kbps)//06 - Slyde - Get This Good.mp3,,FLRCD019,132.0,135.0853537435743,128.98511583332046,22,,Bbm,3a,Base
185,Slyde,Highrise,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD019 Slyde - Everyones Entitled To Our Opinion (320 kbps)//07 - Slyde - Highrise.mp3,,FLRCD019,128.0,130.9918581755872,125.07647595958348,17,,Fm,4a,Base
186,Slyde,Hold It Down,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD019 Slyde - Everyones Entitled To Our Opinion (320 kbps)//09 - Slyde - Hold It Down.mp3,,FLRCD019,136.0,139.69389394729942,133.38554175313098,16,4,Em,9a,Base
187,Plump Djs,System Addict,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD020 Utah Saints presents Freshtraxxx 3 (VBR V2)//06 - Plump Djs - System Addict.mp3,,FLRCD020,133.0,136.6347029278495,130.4644988934511,22,7,Bbm,3a,Base
188,Brothers Bud,The Sting,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD020 Utah Saints presents Freshtraxxx 3 (VBR V2)//07 - Brothers Bud - The Sting.mp3,,tempo FLRCD020,130.0,133.32675734635026,127.30593482876398,15,,Ebm,2a,Base
189,Plump Dj's,Torque Of The Devil,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD020 Utah Saints presents Freshtraxxx 3 (VBR V2)//09 - Plump Dj's - Torque Of The Devil.mp3,,FLRCD020,132.0,135.46552691071219,129.3481209899941,22,7,Bbm,3a,Base
190,Plump DJs,Theme X,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD021 Plump DJs - Headthrash (320 kbps)//07 - Plump DJs - Theme X.mp3,,FLRCD021,133.0,137.13180474913915,130.9391523937981,17,,Fm,4a,Base
191,Plump Djs,The Push,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD022 10 Years Of Finger Lickin' (320 kbps)//CD01//08 - Plump DJs - The Push.mp3,,FLRCD022,132.0,135.95005863048644,129.8107720344488,16,7,Em,9a,Base
192,Arc En Ciel,The Juice (Greenfingers Mix),//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD022 10 Years Of Finger Lickin' (320 kbps)//CD01//10 - Arc En Ciel - The Juice (Greenfingers Mix).mp3,,FLRCD022,132.0,135.85958316806887,129.7243822987995,13,2,Dbm,12a,Base
193,Plump DJs,Listen To The Baddest,//DJ//ALBUMOK//Finger Lickin' Records CD//[2008] FLRCD022 10 Years Of Finger Lickin' (320 kbps)//CD03//06 - Plump DJs - Listen To The Baddest.mp3,,FLRCD03,132.0,135.50960976448383,129.39021313279437,20,7,Abm,1a,Base
194,Flack Su,T-Break (Version 1 Mix),//DJ//ALBUMOK//Flack Su-T-Break-(GLAU005)-WEB-2008//01-flack_su-t-break_(version_1_mix).mp3,1,,134.0,137.13232052958074,130.9396448824222,18,,Gbm,11a,Base
195,Sly Fidelity & Clubfoot,4 the White Knight,//DJ//ALBUMOK//Label - LOT-49//LOT49 002_-_Sly_Fidelity_And_Clubfoot-4_The_White_Knight-Vinyl-2004//01-sly_fidelity_and_clubfoot-4_the_white_knight-slam.mp3,,tempo,131.0,134.76247314040597,128.67681600031963,16,7,Em,9a,Base
196,Meat Katie,All I Need (Dylan Rhymes Remix,//DJ//ALBUMOK//Label - LOT-49//LOT49 005_-_Meat_Katie-All_I_Need-Vinyl-2005//01-meat_katie-all_i_need__dylan_rhymes_remix-mns.mp3,,,131.0,134.75443146836264,128.66913747728768,21,,Am,8a,Base
197,Meat Katie,All I Need (Lee Coombs Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 005_-_Meat_Katie-All_I_Need-Vinyl-2005//02-meat_katie-all_i_need__lee_coombs_remix-mns.mp3,,,131.0,134.75464944700164,128.66934561236096,5,,F,7b,Base
198,Koma and Bones,Get Down,//DJ//ALBUMOK//Label - LOT-49//LOT49 008_-_Koma_And_Bones-Get_Down-Vinyl-2005//a1-koma_and_bones-get_down-mns.mp3,,,132.0,135.85781887147908,129.72269767501393,23,,Bm,10a,Base
199,Vandal,Mad As Hell (Audiofly Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 010_-_Vandal-Mad_As_Hell-Vinyl-2005//01_vandal-mad_as_hell_(audiofly_remix)-knk.mp3,,,128.0,131.99536940371422,126.03467023019039,23,,Bm,10a,Base
200,Metric,Hell Yeah (DJ Quest and DJ Mutiny Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 011_-_Metric-Hell_Yeah-Vinyl-2005//02-metric-hell_yeah__dj_quest_and_dj_mutiny_remix-euripidies.mp3,, 00000683 00000665 000020E4 00002226 00054844 0005782C 00008000 00008000 00021D0C 00021D0C,135.0,138.80718652170938,132.53887661268132,14,7,Dm,7a,Base
201,Peter Paul,Reverendo (Original),//DJ//ALBUMOK//Label - LOT-49//LOT49 016_-_Peter_Paul-Reverendo-Vinyl-2006//01-peter_paul-reverendo_(original)-tcg.mp3,8,solid acid,131.0,135.0646631702259,128.96535961307865,14,2,Dm,7a,Base
202,Vandal Feat Odissi,Obey (Dylan Rhymes Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 017R_-_Vandal_Feat_Odissi-Obey-Vinyl-2006//01-vandal_feat_odissi-obey__dylan_rhymes_remix.mp3,,Le Coq Sportif,129.0,133.018165089462,127.01127810324247,23,,Bm,10a,Base
203,Vandal Feat Odissi,Obey (Dexter Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 017_-_Vandal_Feat_Odissi-Obey-Vinyl-2006//02-vandal_feat_odissi-obey__dexter_remix.mp3,,Le Coq Sportif,129.0,133.0185242936981,127.01162108639139,14,,Dm,7a,Base
204,Meat Katie & Aquasky,Feathers (James Talk Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 021_-_Meat_Katie_And_Aquasky-Feathers-Vinyl-2006//01-meat_katie_and_aquasky-feathers__james_talk_remix.mp3,,NikeSB!!!,127.0,130.96094000356217,125.04695400261714,14,,Dm,7a,Base
205,Meat Katie & Aquasky,Feathers (Marco Bailey Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 021_-_Meat_Katie_And_Aquasky-Feathers-Vinyl-2006//02-meat_katie_and_aquasky-feathers__marco_bailey_remix.mp3,,NikeSB!!!,132.0,136.08083865026637,129.93564623829494,22,,Bbm,3a,Base
206,Meat Katie & Aquasky,Feathers (Radioactive Man Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 021_-_Meat_Katie_And_Aquasky-Feathers-Vinyl-2006//03-meat_katie_and_aquasky-feathers__radioactive_man_remix.mp3,,NikeSB!!!,131.0,135.0534510858652,128.9546538484645,17,4,Fm,4a,Base
207,Meat Katie and Jono Fernandez,Pace (Lutzenkirchen Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 022_-_Meat_Katie_and_Jono_Fernandez-Pace-Vinyl-2006//02-meat_katie_and_jono_fernandez-pace_(lutzenkirchen_remix)-tclub.mp3,,,132.0,135.1563728215572,129.0529278036499,22,3,Bbm,3a,Base
208,30hz,Space Age (Alex Metric Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 023_-_30hz-Space_Age-Vinyl-2006//01_30hz_-_space_age_(alex_metric_remix).mp3,1,:: Let's play it! ::,129.0,133.01821216466104,127.01132305260101,6,2,Gb,2b,Base
209,30hz,Space Age (Original),//DJ//ALBUMOK//Label - LOT-49//LOT49 023_-_30hz-Space_Age-Vinyl-2006//02_30hz_-_space_age_(original).mp3,,:: Let's play it! ::,129.0,133.017900035624,127.01102501881064,18,3,Gbm,11a,Base
210,30hz and October,Overcooked,//DJ//ALBUMOK//Label - LOT-49//LOT49 023_-_30hz-Space_Age-Vinyl-2006//04_30hz_and_october_-_overcooked.mp3,,:: Let's play it! ::,127.0,130.9715656946828,125.05709985456939,12,6,Cm,5a,Base
211,Dylan Rhymes and Jono Fernandez Ft. Seany B,Breathe (Original for Digital Rls Only),//DJ//ALBUMOK//Label - LOT-49//LOT49 025_-_Dylan_Rhymes_And_Jono_Fernandez_Ft._Seany_B-Breathe-Vinyl-2007//03-dylan_rhymes_and_jono_fernandez_ft._seany_b-breathe_(original_for_digital_rls_only).mp3,,Team R3D,129.0,133.01683777352406,127.0100107267634,15,,Ebm,2a,Base
212,VA,Dylan Rhymes - Muzika (Rouge Element Remix),//DJ//ALBUMOK//Label - LOT-49//LOT49 026_-_Lot49_Presents_Meat_Katie_Sampler_1-Vinyl-2007//01-dylan_rhymes-muzika_rouge_element_remix-nvs.mp3,,[ New Vision of Sound ],127.0,130.7790588318593,124.87328629290724,16,,Em,9a,Base
213,Meat_Katie_and_D_Ramirez_Feat._Odissi,Stop_the_Revolution,//DJ//ALBUMOK//Label - LOT-49//LOT49 028A_-_Meat_Katie_and_D_Ramirez_Feat._Odissi-Stop_the_Revolution_Part_1-Vinyl-2007//01-Meat_Katie_and_D-Ramirez_feat_Odissi_-_Stop_The_Revolution_(Original_Mix).mp3,,,136.0,139.69103566401907,133.38281254533916,8,6,Ab,4b,Base
